,日期,订单分配给骑手的时间,订单编号
106,20221017,2022-10-17 11:25,122659
107,20221017,2022-10-17 11:25,472664
108,20221017,2022-10-17 11:25,247693
109,20221017,2022-10-17 11:25,293214
110,20221017,2022-10-17 11:25,542950
111,20221017,2022-10-17 11:25,230205
112,20221017,2022-10-17 11:25,376539
113,20221017,2022-10-17 11:25,125700
114,20221017,2022-10-17 11:25,236060
115,20221017,2022-10-17 11:25,524710
116,20221017,2022-10-17 11:25,186096
117,20221017,2022-10-17 11:25,194870
118,20221017,2022-10-17 11:25,293213
119,20221017,2022-10-17 11:25,3219
120,20221017,2022-10-17 11:25,348811
121,20221017,2022-10-17 11:25,379180
122,20221017,2022-10-17 11:25,19402
123,20221017,2022-10-17 11:25,424980
124,20221017,2022-10-17 11:25,233013
125,20221017,2022-10-17 11:25,200772
126,20221017,2022-10-17 11:25,224396
127,20221017,2022-10-17 11:25,490851
128,20221017,2022-10-17 11:25,490826
129,20221017,2022-10-17 11:25,224392
130,20221017,2022-10-17 11:25,168124
131,20221017,2022-10-17 11:25,94
132,20221017,2022-10-17 11:25,150000
133,20221017,2022-10-17 11:25,57727
134,20221017,2022-10-17 11:25,70312
135,20221017,2022-10-17 11:25,337718
136,20221017,2022-10-17 11:25,177197
137,20221017,2022-10-17 11:25,174199
138,20221017,2022-10-17 11:25,16100
139,20221017,2022-10-17 11:25,443679
140,20221017,2022-10-17 11:25,32119
141,20221017,2022-10-17 11:25,95405
142,20221017,2022-10-17 11:25,524706
143,20221017,2022-10-17 11:25,256232
144,20221017,2022-10-17 11:25,144001
145,20221017,2022-10-17 11:25,315752
146,20221017,2022-10-17 11:25,561034
147,20221017,2022-10-17 11:25,503897
148,20221017,2022-10-17 11:25,107542
149,20221017,2022-10-17 11:25,101606
150,20221017,2022-10-17 11:25,509050
151,20221017,2022-10-17 11:25,529982
152,20221017,2022-10-17 11:25,206677
153,20221017,2022-10-17 11:25,104582
154,20221017,2022-10-17 11:25,189068
155,20221017,2022-10-17 11:25,191940
156,20221017,2022-10-17 11:25,79833
157,20221017,2022-10-17 11:25,524698
158,20221017,2022-10-17 11:25,206672
159,20221017,2022-10-17 11:25,310174
160,20221017,2022-10-17 11:25,290374
161,20221017,2022-10-17 11:25,244726
162,20221017,2022-10-17 11:25,153051
163,20221017,2022-10-17 11:25,177186
164,20221017,2022-10-17 11:25,143995
165,20221017,2022-10-17 11:25,209754
166,20221017,2022-10-17 11:25,48305
167,20221017,2022-10-17 11:25,12967
168,20221017,2022-10-17 11:25,45053
169,20221017,2022-10-17 11:25,224394
170,20221017,2022-10-17 11:25,177183
171,20221017,2022-10-17 11:25,38504
172,20221017,2022-10-17 11:25,427557
173,20221017,2022-10-17 11:25,456862
174,20221017,2022-10-17 11:25,101
175,20221017,2022-10-17 11:25,35370
176,20221017,2022-10-17 11:25,262053
177,20221017,2022-10-17 11:25,203738
178,20221017,2022-10-17 11:25,162147
179,20221017,2022-10-17 11:25,365591
180,20221017,2022-10-17 11:25,270511
181,20221017,2022-10-17 11:25,89127
182,20221017,2022-10-17 11:25,561021
183,20221017,2022-10-17 11:25,548095
184,20221017,2022-10-17 11:25,38512
185,20221017,2022-10-17 11:25,82941
186,20221017,2022-10-17 11:25,146967
187,20221017,2022-10-17 11:25,247687
188,20221017,2022-10-17 11:25,48301
189,20221017,2022-10-17 11:25,509048
190,20221017,2022-10-17 11:25,90
191,20221017,2022-10-17 11:25,28939
192,20221017,2022-10-17 11:25,456856
193,20221017,2022-10-17 11:25,212731
194,20221017,2022-10-17 11:25,73399
195,20221017,2022-10-17 11:25,191944
196,20221017,2022-10-17 11:25,408973
197,20221017,2022-10-17 11:25,6491
198,20221017,2022-10-17 11:25,89121
199,20221017,2022-10-17 11:25,206676
200,20221017,2022-10-17 11:25,307299
201,20221017,2022-10-17 11:25,545548
202,20221017,2022-10-17 11:25,79837
203,20221017,2022-10-17 11:25,279196
204,20221017,2022-10-17 11:25,153049
205,20221017,2022-10-17 11:25,48304
206,20221017,2022-10-17 11:25,304459
207,20221017,2022-10-17 11:25,259148
208,20221017,2022-10-17 11:25,25842
209,20221017,2022-10-17 11:25,348808
210,20221017,2022-10-17 11:25,253374
211,20221017,2022-10-17 11:25,351610
212,20221017,2022-10-17 11:25,70310
213,20221017,2022-10-17 11:25,427559
214,20221017,2022-10-17 11:25,398151
215,20221017,2022-10-17 11:25,387335
216,20221017,2022-10-17 11:25,329454
217,20221017,2022-10-17 11:25,128720
218,20221017,2022-10-17 11:25,310171
219,20221017,2022-10-17 11:25,563516
220,20221017,2022-10-17 11:25,22580
221,20221017,2022-10-17 11:25,501222
222,20221017,2022-10-17 11:25,63996
223,20221017,2022-10-17 11:25,73408
224,20221017,2022-10-17 11:25,509053
225,20221017,2022-10-17 11:25,270517
226,20221017,2022-10-17 11:25,256234
227,20221017,2022-10-17 11:25,321239
228,20221017,2022-10-17 11:25,180226
229,20221017,2022-10-17 11:25,296038
230,20221017,2022-10-17 11:25,92249
231,20221017,2022-10-17 11:25,293207
232,20221017,2022-10-17 11:25,168112
233,20221017,2022-10-17 11:25,95398
234,20221017,2022-10-17 11:25,48299
235,20221017,2022-10-17 11:25,22586
236,20221017,2022-10-17 11:25,67178
237,20221017,2022-10-17 11:25,488207
238,20221017,2022-10-17 11:25,76560
239,20221017,2022-10-17 11:25,273386
240,20221017,2022-10-17 11:25,85994
241,20221017,2022-10-17 11:25,337726
242,20221017,2022-10-17 11:25,48300
243,20221017,2022-10-17 11:25,35362
244,20221017,2022-10-17 11:25,22588
245,20221017,2022-10-17 11:25,454276
246,20221017,2022-10-17 11:25,279194
247,20221017,2022-10-17 11:25,419678
248,20221017,2022-10-17 11:25,12969
249,20221017,2022-10-17 11:25,337729
250,20221017,2022-10-17 11:25,376546
251,20221017,2022-10-17 11:25,516887
252,20221017,2022-10-17 11:25,206667
253,20221017,2022-10-17 11:25,171188
254,20221017,2022-10-17 11:25,284884
255,20221017,2022-10-17 11:25,296034
256,20221017,2022-10-17 11:25,98382
257,20221017,2022-10-17 11:25,310177
258,20221017,2022-10-17 11:25,134863
259,20221017,2022-10-17 11:25,197827
260,20221017,2022-10-17 11:25,498606
261,20221017,2022-10-17 11:25,92243
262,20221017,2022-10-17 11:25,540434
263,20221017,2022-10-17 11:25,501220
264,20221017,2022-10-17 11:25,28937
265,20221017,2022-10-17 11:25,218639
266,20221017,2022-10-17 11:25,41711
267,20221017,2022-10-17 11:25,566064
268,20221017,2022-10-17 11:25,529974
269,20221017,2022-10-17 11:25,511729
270,20221017,2022-10-17 11:25,535233
271,20221017,2022-10-17 11:25,104580
272,20221017,2022-10-17 11:25,92257
273,20221017,2022-10-17 11:25,368308
274,20221017,2022-10-17 11:25,89113
275,20221017,2022-10-17 11:25,548098
276,20221017,2022-10-17 11:25,203733
277,20221017,2022-10-17 11:25,287656
278,20221017,2022-10-17 11:25,359993
279,20221017,2022-10-17 11:25,438284
280,20221017,2022-10-17 11:25,76558
281,20221017,2022-10-17 11:25,12963
282,20221017,2022-10-17 11:25,104572
283,20221017,2022-10-17 11:25,406334
284,20221017,2022-10-17 11:25,186097
285,20221017,2022-10-17 11:25,32104
286,20221017,2022-10-17 11:25,462105
287,20221017,2022-10-17 11:25,351614
288,20221017,2022-10-17 11:25,218638
289,20221017,2022-10-17 11:25,408974
290,20221017,2022-10-17 11:25,221500
291,20221017,2022-10-17 11:25,456858
292,20221017,2022-10-17 11:25,128716
293,20221017,2022-10-17 11:25,467442
294,20221017,2022-10-17 11:25,373805
295,20221017,2022-10-17 11:25,315754
296,20221017,2022-10-17 11:25,373797
297,20221017,2022-10-17 11:25,459457
298,20221017,2022-10-17 11:25,171191
299,20221017,2022-10-17 11:25,6488
300,20221017,2022-10-17 11:25,490831
301,20221017,2022-10-17 11:25,485673
302,20221017,2022-10-17 11:25,221540
303,20221017,2022-10-17 11:25,332271
304,20221017,2022-10-17 11:25,215714
305,20221017,2022-10-17 11:25,276287
306,20221017,2022-10-17 11:25,57728
307,20221017,2022-10-17 11:25,516911
308,20221017,2022-10-17 11:25,264847
309,20221017,2022-10-17 11:25,307300
310,20221017,2022-10-17 11:25,470047
311,20221017,2022-10-17 11:25,498614
312,20221017,2022-10-17 11:25,113669
313,20221017,2022-10-17 11:25,304464
314,20221017,2022-10-17 11:25,451740
315,20221017,2022-10-17 11:25,357225
316,20221017,2022-10-17 11:25,524713
317,20221017,2022-10-17 11:25,82936
318,20221017,2022-10-17 11:25,503901
319,20221017,2022-10-17 11:25,147010
320,20221017,2022-10-17 11:25,45056
321,20221017,2022-10-17 11:25,203743
322,20221017,2022-10-17 11:25,490843
323,20221017,2022-10-17 11:25,12966
324,20221017,2022-10-17 11:25,298821
325,20221017,2022-10-17 11:25,107543
326,20221017,2022-10-17 11:25,32120
327,20221017,2022-10-17 11:25,16088
328,20221017,2022-10-17 11:25,85998
329,20221017,2022-10-17 11:25,529983
330,20221017,2022-10-17 11:25,553219
331,20221017,2022-10-17 11:25,373804
332,20221017,2022-10-17 11:25,332219
333,20221017,2022-10-17 11:25,194872
334,20221017,2022-10-17 11:25,16103
335,20221017,2022-10-17 11:25,28941
336,20221017,2022-10-17 11:25,137864
337,20221017,2022-10-17 11:25,550661
338,20221017,2022-10-17 11:25,162150
339,20221017,2022-10-17 11:25,456845
340,20221017,2022-10-17 11:25,67179
341,20221017,2022-10-17 11:25,79834
342,20221017,2022-10-17 11:25,215706
343,20221017,2022-10-17 11:25,424987
344,20221017,2022-10-17 11:25,212728
345,20221017,2022-10-17 11:25,362768
346,20221017,2022-10-17 11:25,459487
347,20221017,2022-10-17 11:25,125707
348,20221017,2022-10-17 11:25,273390
349,20221017,2022-10-17 11:25,529972
350,20221017,2022-10-17 11:25,134864
351,20221017,2022-10-17 11:25,282035
352,20221017,2022-10-17 11:25,493446
353,20221017,2022-10-17 11:25,12970
354,20221017,2022-10-17 11:25,340505
355,20221017,2022-10-17 11:25,323978
356,20221017,2022-10-17 11:25,227332
357,20221017,2022-10-17 11:25,96
358,20221017,2022-10-17 11:25,67180
359,20221017,2022-10-17 11:25,101612
360,20221017,2022-10-17 11:25,548089
361,20221017,2022-10-17 11:25,25829
362,20221017,2022-10-17 11:25,189066
363,20221017,2022-10-17 11:25,542955
364,20221017,2022-10-17 11:25,427552
365,20221017,2022-10-17 11:25,424982
366,20221017,2022-10-17 11:25,284883
367,20221017,2022-10-17 11:25,35360
368,20221017,2022-10-17 11:25,247681
369,20221017,2022-10-17 11:25,422239
370,20221017,2022-10-17 11:25,125694
371,20221017,2022-10-17 11:25,116620
372,20221017,2022-10-17 11:25,19403
373,20221017,2022-10-17 11:25,6489
374,20221017,2022-10-17 11:25,57729
375,20221017,2022-10-17 11:25,414282
376,20221017,2022-10-17 11:25,371049
377,20221017,2022-10-17 11:25,57730
378,20221017,2022-10-17 11:25,462109
379,20221017,2022-10-17 11:25,98381
380,20221017,2022-10-17 11:25,498615
381,20221017,2022-10-17 11:25,236070
382,20221017,2022-10-17 11:25,233028
383,20221017,2022-10-17 11:25,273388
384,20221017,2022-10-17 11:25,41763
385,20221017,2022-10-17 11:25,212679
386,20221017,2022-10-17 11:25,19408
387,20221017,2022-10-17 11:25,373800
388,20221017,2022-10-17 11:25,440997
389,20221017,2022-10-17 11:25,313015
390,20221017,2022-10-17 11:25,527294
391,20221017,2022-10-17 11:25,550656
392,20221017,2022-10-17 11:25,348809
393,20221017,2022-10-17 11:25,351612
394,20221017,2022-10-17 11:25,477932
395,20221017,2022-10-17 11:25,365588
396,20221017,2022-10-17 11:25,424988
397,20221017,2022-10-17 11:25,171193
398,20221017,2022-10-17 11:25,408978
399,20221017,2022-10-17 11:25,290390
400,20221017,2022-10-17 11:25,32106
401,20221017,2022-10-17 11:25,446259
402,20221017,2022-10-17 11:25,493447
403,20221017,2022-10-17 11:25,212734
404,20221017,2022-10-17 11:25,400939
405,20221017,2022-10-17 11:25,270516
406,20221017,2022-10-17 11:25,171178
407,20221017,2022-10-17 11:25,253377
408,20221017,2022-10-17 11:25,57724
409,20221017,2022-10-17 11:25,387339
410,20221017,2022-10-17 11:25,262061
411,20221017,2022-10-17 11:25,116619
412,20221017,2022-10-17 11:25,147011
413,20221017,2022-10-17 11:25,85995
414,20221017,2022-10-17 11:25,376534
415,20221017,2022-10-17 11:25,334974
416,20221017,2022-10-17 11:25,384546
417,20221017,2022-10-17 11:25,323977
418,20221017,2022-10-17 11:25,422238
419,20221017,2022-10-17 11:25,368317
420,20221017,2022-10-17 11:25,125698
421,20221017,2022-10-17 11:25,180228
422,20221017,2022-10-17 11:25,307289
423,20221017,2022-10-17 11:25,137868
424,20221017,2022-10-17 11:25,376545
425,20221017,2022-10-17 11:25,16104
426,20221017,2022-10-17 11:25,296037
427,20221017,2022-10-17 11:25,119648
428,20221017,2022-10-17 11:25,548091
429,20221017,2022-10-17 11:25,119649
430,20221017,2022-10-17 11:25,522099
431,20221017,2022-10-17 11:25,215711
432,20221017,2022-10-17 11:25,381833
433,20221017,2022-10-17 11:25,165210
434,20221017,2022-10-17 11:25,98345
435,20221017,2022-10-17 11:25,191945
436,20221017,2022-10-17 11:25,241881
437,20221017,2022-10-17 11:25,19406
438,20221017,2022-10-17 11:25,122649
439,20221017,2022-10-17 11:25,387340
440,20221017,2022-10-17 11:25,48306
441,20221017,2022-10-17 11:25,351615
442,20221017,2022-10-17 11:25,550665
443,20221017,2022-10-17 11:25,194875
444,20221017,2022-10-17 11:25,92259
445,20221017,2022-10-17 11:25,206681
446,20221017,2022-10-17 11:25,171194
447,20221017,2022-10-17 11:25,221544
448,20221017,2022-10-17 11:25,387341
449,20221017,2022-10-17 11:25,168127
450,20221017,2022-10-17 11:25,304466
451,20221017,2022-10-17 11:25,119647
452,20221017,2022-10-17 11:25,12968
453,20221017,2022-10-17 11:25,247695
454,20221017,2022-10-17 11:25,79831
455,20221017,2022-10-17 11:25,32109
456,20221017,2022-10-17 11:25,329455
457,20221017,2022-10-17 11:25,496028
458,20221017,2022-10-17 11:25,262064
459,20221017,2022-10-17 11:25,137870
460,20221017,2022-10-17 11:25,329452
461,20221017,2022-10-17 11:25,542954
462,20221017,2022-10-17 11:25,54612
463,20221017,2022-10-17 11:25,81
464,20221017,2022-10-17 11:25,76562
465,20221017,2022-10-17 11:25,298823
466,20221017,2022-10-17 11:25,9736
467,20221017,2022-10-17 11:25,28936
468,20221017,2022-10-17 11:25,475321
469,20221017,2022-10-17 11:25,456867
470,20221017,2022-10-17 11:25,70327
471,20221017,2022-10-17 11:25,101600
472,20221017,2022-10-17 11:25,490842
473,20221017,2022-10-17 11:25,16105
474,20221017,2022-10-17 11:25,60888
475,20221017,2022-10-17 11:25,147015
476,20221017,2022-10-17 11:25,51476
477,20221017,2022-10-17 11:25,262059
478,20221017,2022-10-17 11:25,371033
479,20221017,2022-10-17 11:25,264842
480,20221017,2022-10-17 11:25,282025
481,20221017,2022-10-17 11:25,419684
482,20221017,2022-10-17 11:25,346096
483,20221017,2022-10-17 11:25,82943
484,20221017,2022-10-17 11:25,35369
485,20221017,2022-10-17 11:25,301604
486,20221017,2022-10-17 11:25,276282
487,20221017,2022-10-17 11:25,140927
488,20221017,2022-10-17 11:25,89126
489,20221017,2022-10-17 11:25,45044
490,20221017,2022-10-17 11:25,25832
491,20221017,2022-10-17 11:25,95400
492,20221017,2022-10-17 11:25,67174
493,20221017,2022-10-17 11:25,304463
494,20221017,2022-10-17 11:25,435615
495,20221017,2022-10-17 11:25,70306
496,20221017,2022-10-17 11:25,443680
497,20221017,2022-10-17 11:25,241865
498,20221017,2022-10-17 11:25,408975
499,20221017,2022-10-17 11:25,403635
500,20221017,2022-10-17 11:25,215717
501,20221017,2022-10-17 11:25,373806
502,20221017,2022-10-17 11:25,496022
503,20221017,2022-10-17 11:25,259147
504,20221017,2022-10-17 11:25,51465
505,20221017,2022-10-17 11:25,293221
506,20221017,2022-10-17 11:25,456860
507,20221017,2022-10-17 11:25,307305
508,20221017,2022-10-17 11:25,191949
509,20221017,2022-10-17 11:25,247694
510,20221017,2022-10-17 11:25,41765
511,20221017,2022-10-17 11:25,16101
512,20221017,2022-10-17 11:25,462107
513,20221017,2022-10-17 11:25,177214
514,20221017,2022-10-17 11:25,522089
515,20221017,2022-10-17 11:25,212732
516,20221017,2022-10-17 11:25,334978
517,20221017,2022-10-17 11:25,82942
518,20221017,2022-10-17 11:25,128725
519,20221017,2022-10-17 11:25,427561
520,20221017,2022-10-17 11:25,273391
521,20221017,2022-10-17 11:25,262062
522,20221017,2022-10-17 11:25,313016
523,20221017,2022-10-17 11:25,264848
524,20221017,2022-10-17 11:25,85996
525,20221017,2022-10-17 11:25,45058
526,20221017,2022-10-17 11:25,480553
527,20221017,2022-10-17 11:25,212717
528,20221017,2022-10-17 11:25,477926
529,20221017,2022-10-17 11:25,177196
530,20221017,2022-10-17 11:25,440995
531,20221017,2022-10-17 11:25,398167
532,20221017,2022-10-17 11:25,390041
533,20221017,2022-10-17 11:25,550615
534,20221017,2022-10-17 11:25,73397
535,20221017,2022-10-17 11:25,381842
536,20221017,2022-10-17 11:25,501217
537,20221017,2022-10-17 11:25,555819
538,20221017,2022-10-17 11:25,340511
539,20221017,2022-10-17 11:25,95403
540,20221017,2022-10-17 11:25,79835
541,20221017,2022-10-17 11:25,522100
542,20221017,2022-10-17 11:25,290385
543,20221017,2022-10-17 11:25,107545
544,20221017,2022-10-17 11:25,427562
545,20221017,2022-10-17 11:25,200773
546,20221017,2022-10-17 11:25,446268
547,20221017,2022-10-17 11:25,416990
548,20221017,2022-10-17 11:25,424990
549,20221017,2022-10-17 11:25,542956
550,20221017,2022-10-17 11:25,147012
551,20221017,2022-10-17 11:25,527300
552,20221017,2022-10-17 11:25,424991
553,20221017,2022-10-17 11:25,32121
554,20221017,2022-10-17 11:25,162152
555,20221017,2022-10-17 11:25,113674
556,20221017,2022-10-17 11:25,89131
557,20221017,2022-10-17 11:25,315755
558,20221017,2022-10-17 11:25,194876
559,20221017,2022-10-17 11:25,304467
560,20221017,2022-10-17 11:25,276286
561,20221017,2022-10-17 11:25,293212
562,20221017,2022-10-17 11:25,19404
563,20221017,2022-10-17 11:25,125697
564,20221017,2022-10-17 11:25,259128
565,20221017,2022-10-17 11:25,45059
566,20221017,2022-10-17 11:25,419686
567,20221017,2022-10-17 11:25,28943
568,20221017,2022-10-17 11:25,537887
569,20221017,2022-10-17 11:25,315757
570,20221017,2022-10-17 11:25,454283
571,20221017,2022-10-17 11:25,522102
572,20221017,2022-10-17 11:25,532608
573,20221017,2022-10-17 11:25,498616
574,20221017,2022-10-17 11:25,315753
575,20221017,2022-10-17 11:25,241877
576,20221017,2022-10-17 11:25,212735
577,20221017,2022-10-17 11:25,22591
578,20221017,2022-10-17 11:25,122663
579,20221017,2022-10-17 11:25,25833
580,20221017,2022-10-17 11:25,51477
581,20221017,2022-10-17 11:25,537933
582,20221017,2022-10-17 11:25,371042
583,20221017,2022-10-17 11:25,168142
584,20221017,2022-10-17 11:25,57732
585,20221017,2022-10-17 11:25,19393
586,20221017,2022-10-17 11:25,168128
587,20221017,2022-10-17 11:25,60882
588,20221017,2022-10-17 11:25,203736
589,20221017,2022-10-17 11:25,57725
590,20221017,2022-10-17 11:25,427563
591,20221017,2022-10-17 11:25,392747
592,20221017,2022-10-17 11:25,45051
593,20221017,2022-10-17 11:25,35371
594,20221017,2022-10-17 11:25,147013
595,20221017,2022-10-17 11:25,116618
596,20221017,2022-10-17 11:25,488203
597,20221017,2022-10-17 11:25,446269
598,20221017,2022-10-17 11:25,561037
599,20221017,2022-10-17 11:25,522101
600,20221017,2022-10-17 11:25,162154
601,20221017,2022-10-17 11:25,122662
602,20221017,2022-10-17 11:25,301697
603,20221017,2022-10-17 11:25,98375
604,20221017,2022-10-17 11:25,28940
605,20221017,2022-10-17 11:25,35363
606,20221017,2022-10-17 11:25,454281
607,20221017,2022-10-17 11:25,159026
608,20221017,2022-10-17 11:25,171189
609,20221017,2022-10-17 11:25,244728
610,20221017,2022-10-17 11:25,171195
611,20221017,2022-10-17 11:25,16090
612,20221017,2022-10-17 11:25,403633
613,20221017,2022-10-17 11:25,206682
614,20221017,2022-10-17 11:25,153047
615,20221017,2022-10-17 11:25,197824
616,20221017,2022-10-17 11:25,244691
617,20221017,2022-10-17 11:25,558416
618,20221017,2022-10-17 11:25,563528
619,20221017,2022-10-17 11:25,435628
620,20221017,2022-10-17 11:25,107539
621,20221017,2022-10-17 11:25,548101
622,20221017,2022-10-17 11:25,63978
623,20221017,2022-10-17 11:25,323980
624,20221017,2022-10-17 11:25,241885
625,20221017,2022-10-17 11:25,67172
626,20221017,2022-10-17 11:25,459489
627,20221017,2022-10-17 11:25,427564
628,20221017,2022-10-17 11:25,359999
629,20221017,2022-10-17 11:25,555829
630,20221017,2022-10-17 11:25,392760
631,20221017,2022-10-17 11:25,392744
632,20221017,2022-10-17 11:25,236059
633,20221017,2022-10-17 11:25,32122
634,20221017,2022-10-17 11:25,368319
635,20221017,2022-10-17 11:25,203744
636,20221017,2022-10-17 11:25,6492
637,20221017,2022-10-17 11:25,253378
638,20221017,2022-10-17 11:25,483073
639,20221017,2022-10-17 11:25,41767
640,20221017,2022-10-17 11:25,432911
641,20221017,2022-10-17 11:25,334979
642,20221017,2022-10-17 11:25,524715
643,20221017,2022-10-17 11:25,472666
644,20221017,2022-10-17 11:25,419685
645,20221017,2022-10-17 11:25,446270
646,20221017,2022-10-17 11:25,259151
647,20221017,2022-10-17 11:25,379186
648,20221017,2022-10-17 11:25,406340
649,20221017,2022-10-17 11:25,483072
650,20221017,2022-10-17 11:25,506461
651,20221017,2022-10-17 11:25,140946
652,20221017,2022-10-17 11:25,218641
653,20221017,2022-10-17 11:25,310178
654,20221017,2022-10-17 11:25,259150
655,20221017,2022-10-17 11:25,119650
656,20221017,2022-10-17 11:25,191947
657,20221017,2022-10-17 11:25,85999
658,20221017,2022-10-17 11:27,149995
659,20221017,2022-10-17 11:27,194877
660,20221017,2022-10-17 11:27,110599
661,20221017,2022-10-17 11:27,35356
662,20221017,2022-10-17 11:27,403620
663,20221017,2022-10-17 11:27,503893
664,20221017,2022-10-17 11:27,464707
665,20221017,2022-10-17 11:27,25847
666,20221017,2022-10-17 11:27,67176
667,20221017,2022-10-17 11:27,107544
668,20221017,2022-10-17 11:27,171185
669,20221017,2022-10-17 11:27,32114
670,20221017,2022-10-17 11:27,3222
671,20221017,2022-10-17 11:27,177198
672,20221017,2022-10-17 11:27,60881
673,20221017,2022-10-17 11:27,545546
674,20221017,2022-10-17 11:27,41760
675,20221017,2022-10-17 11:27,79836
676,20221017,2022-10-17 11:27,60877
677,20221017,2022-10-17 11:27,38498
678,20221017,2022-10-17 11:27,416984
679,20221017,2022-10-17 11:27,153053
680,20221017,2022-10-17 11:27,101597
681,20221017,2022-10-17 11:27,32116
682,20221017,2022-10-17 11:27,555822
683,20221017,2022-10-17 11:27,555830
684,20221017,2022-10-17 11:27,548141
685,20221017,2022-10-17 11:27,19397
686,20221017,2022-10-17 11:27,376548
687,20221017,2022-10-17 11:27,351616
688,20221017,2022-10-17 11:27,156046
689,20221017,2022-10-17 11:27,290386
690,20221017,2022-10-17 11:27,456866
691,20221017,2022-10-17 11:27,390042
692,20221017,2022-10-17 11:27,236065
693,20221017,2022-10-17 11:27,70296
694,20221017,2022-10-17 11:27,270504
695,20221017,2022-10-17 11:27,408977
696,20221017,2022-10-17 11:27,57
